"","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Cond","Year_Built","Year_Remod_Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Cond","Foundation","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","First_Flr_SF","Second_Flr_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","TotRms_AbvGrd","Functional","Fireplaces","Garage_Type","Garage_Finish","Garage_Cars","Garage_Area","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Year_Sold","Sale_Type","Sale_Condition","Sale_Price","Longitude","Latitude","Log_Sale_Price","dist_HS","dist_MS","dist_PreSch","dist_ES_Sawyer","dist_ES_Mitchell","dist_ES_Meeker","dist_ES_Fellows","dist_ES_Edwards"
"34","Two_Story_PUD_1946_and_Newer","Residential_Low_Density",24,2280,"Pave","No_Alley_Access","Regular","Lvl","AllPub","FR2","Gtl","Northpark_Villa","Norm","Norm","Twnhs","Two_Story","Above_Average",1975,1975,"Gable","CompShg","Plywood","Brk Cmn","None",0,"Typical","CBlock","Typical","No","ALQ",1,"Unf",0,341,855,"GasA","Typical","Y","SBrkr",855,601,1456,0,0,2,1,3,1,6,"Typ",1,"Attchd","Unf",2,440,"Typical","Paved",173,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",149900,-93.625924,42.050683,5.17580163284828,1422.6356935955,5593.81379062686,607.089082649466,4622.23607790039,7028.60076301478,1440.34796828614,894.565035134656,6289.50708781187
"35","One_Story_PUD_1946_and_Newer","Residential_Low_Density",24,2280,"Pave","No_Alley_Access","Regular","Lvl","AllPub","FR2","Gtl","Northpark_Villa","Norm","Norm","Twnhs","One_Story","Above_Average",1975,1975,"Gable","CompShg","Plywood","Brk Cmn","None",0,"Typical","CBlock","Typical","No","Unf",7,"Unf",0,836,836,"GasA","Excellent","Y","SBrkr",836,0,836,0,0,1,0,2,1,4,"Typ",0,"Attchd","Unf",1,308,"Typical","Paved",0,30,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",120000,-93.625966,42.050681,5.07918124604763,1420.51075461563,5591.31845906055,610.533138153609,4618.97027788369,7029.40513851825,1442.51788577143,893.672216964582,6286.65340220754
"36","Two_Story_PUD_1946_and_Newer","Residential_Low_Density",24,2280,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northpark_Villa","Norm","Norm","Twnhs","Two_Story","Average",1978,1978,"Gable","CompShg","Plywood","Brk Cmn","None",0,"Typical","CBlock","Typical","No","ALQ",1,"Unf",0,544,855,"GasA","Fair","Y","SBrkr",855,601,1456,0,0,2,1,3,1,7,"Typ",1,"Attchd","Unf",2,440,"Typical","Paved",26,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2010,"WD ","Normal",146000,-93.625848,42.049811,5.16435285578444,1347.02563930869,5526.53234464347,601.028061861624,4589.69056522406,6933.98061633571,1365.56640457146,801.007605799091,6234.44226835765
"37","Two_Story_1946_and_Newer","Residential_Low_Density",102,12858,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northridge_Heights","Norm","Norm","OneFam","Two_Story","Average",2009,2010,"Gable","CompShg","VinylSd","VinylSd","Stone",162,"Typical","PConc","Typical","No","Unf",7,"Unf",0,1590,1590,"GasA","Excellent","Y","SBrkr",1627,707,2334,0,0,2,1,3,1,10,"Typ",1,"Attchd","Fin",3,751,"Typical","Paved",144,133,0,0,0,0,"No_Pool","No_Fence","None",0,1,2010,"New","Partial",376162,-93.653201,42.062352,5.57537492086916,2875.39662971937,5648.16695132518,3160.77807584981,3731.1220333055,9105.7229549836,3997.50711973929,3009.83758432085,5859.60826684448
"38","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",98,11478,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northridge_Heights","Norm","Norm","OneFam","One_Story","Average",2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",200,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,486,1704,"GasA","Excellent","Y","SBrkr",1704,0,1704,1,0,2,0,3,1,7,"Typ",1,"Attchd","RFn",3,772,"Typical","Paved",0,50,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",306000,-93.654645,42.062109,5.48572142648158,2914.9675818151,5591.445418938,3258.11521733856,3646.08874104865,9139.21200002826,4078.75840992141,3074.53080370573,5782.04029673686
"39","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",83,10159,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northridge_Heights","Norm","Norm","OneFam","One_Story","Average",2009,2010,"Hip","CompShg","VinylSd","VinylSd","Stone",450,"Typical","PConc","Typical","Av","GLQ",3,"Unf",0,284,1930,"GasA","Excellent","Y","SBrkr",1940,0,1940,1,0,2,1,3,1,8,"Typ",1,"Attchd","Fin",3,606,"Typical","Paved",168,95,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"New","Partial",395192,-93.6537329,42.0611331,5.59680814444033,2782.82155810518,5505.68185429253,3145.96851268224,3592.8793157632,9007.65458156993,3954.98113555169,2944.79622007522,5718.80930170492
"40","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",94,12883,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Northridge_Heights","Norm","Norm","OneFam","One_Story","Average",2009,2010,"Gable","CompShg","VinylSd","VinylSd","Stone",256,"Typical","PConc","Typical","No","Unf",7,"Unf",0,1544,1544,"GasA","Excellent","Y","SBrkr",1544,0,1544,0,0,2,0,3,1,7,"Typ",0,"Attchd","RFn",3,868,"Typical","Paved",0,35,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"New","Partial",290941,-93.6528306,42.0612885,5.46380492722528,2758.05183758896,5542.48943069992,3084.10992179014,3647.90972577879,8987.01096329414,3903.54620500269,2903.71422634377,5768.63541397583
"41","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",95,12182,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Northridge_Heights","Norm","Norm","OneFam","One_Story","Average",2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",226,"Typical","PConc","Typical","Mn","BLQ",2,"Unf",0,340,1541,"GasA","Excellent","Y","SBrkr",1541,0,1541,0,0,2,0,3,1,7,"Typ",1,"Attchd","RFn",2,532,"Typical","Paved",0,70,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"New","Partial",220000,-93.652713,42.060872,5.34242268082221,2713.40046785788,5500.6546355616,3056.98682281506,3614.66172246707,8941.6303990245,3869.0460109704,2864.11962543011,5732.25441658547
"42","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",90,11520,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northridge_Heights","PosN","Norm","OneFam","One_Story","Average",2005,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",615,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,1588,1698,"GasA","Excellent","Y","SBrkr",1698,0,1698,0,0,2,0,3,1,7,"Typ",1,"Attchd","Fin",3,730,"Typical","Paved",192,74,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",275000,-93.65332,42.0608079,5.43933269383026,2733.93976941004,5479.95502127557,3100.61115065251,3580.98851332916,8959.46977506444,3906.4021379542,2895.10854125984,5702.44930900708
"43","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",79,14122,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northridge_Heights","Norm","Norm","OneFam","One_Story","Average",2005,2006,"Hip","CompShg","CemntBd","CmentBd","BrkFace",240,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,1794,1822,"GasA","Excellent","Y","SBrkr",1822,0,1822,0,0,2,0,3,1,8,"Typ",1,"Attchd","RFn",3,678,"Typical","Paved",0,119,0,0,0,0,"No_Pool","No_Fence","None",0,2,2010,"WD ","Normal",259000,-93.652336,42.060879,5.41329976408125,2697.91061755037,5510.20530647573,3028.575705042,3632.75474360372,8927.46374729498,3843.90526267006,2842.57096990963,5747.70017149164
"44","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",70,10171,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northridge_Heights","Norm","Norm","OneFam","One_Story","Average",2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",168,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,1515,1517,"GasA","Excellent","Y","SBrkr",1535,0,1535,0,0,2,0,3,1,7,"Typ",0,"Attchd","RFn",2,532,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,3,2010,"WD ","Normal",214000,-93.652307,42.060298,5.33041377334919,2641.39253047157,5448.93608269759,3001.70391231642,3580.85098333148,8869.46631732396,3805.25224532213,2795.44692058505,5692.0479964718
"45","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",100,12919,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northridge_Heights","Norm","Norm","OneFam","One_Story","Average",2009,2010,"Hip","CompShg","VinylSd","VinylSd","Stone",760,"Typical","PConc","Typical","Gd","GLQ",3,"Unf",0,142,2330,"GasA","Excellent","Y","SBrkr",2364,0,2364,1,0,2,1,2,1,11,"Typ",2,"Attchd","Fin",3,820,"Typical","Paved",0,67,0,0,0,0,"No_Pool","No_Fence","None",0,3,2010,"New","Partial",611657,-93.655051,42.059617,5.78650795030469,2705.79420331876,5314.45942857872,3187.75028608937,3392.00714222663,8914.43015689896,3954.9209728789,2913.11012515353,5518.92111780859
"46","One_Story_PUD_1946_and_Newer","Residential_Low_Density",44,6371,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northridge_Heights","Norm","Norm","TwnhsE","One_Story","Average",2009,2010,"Gable","CompShg","VinylSd","VinylSd","Stone",128,"Typical","PConc","Typical","Mn","GLQ",3,"Unf",0,625,1358,"GasA","Excellent","Y","SBrkr",1358,0,1358,1,0,2,0,2,1,6,"Typ",1,"Attchd","RFn",2,484,"Typical","Paved",192,35,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"New","Partial",224000,-93.650436,42.058388,5.35024801833416,2379.34837400122,5294.17399076394,2782.5592625256,3503.62800332728,8608.85612720206,3559.02274827564,2536.78693259739,5585.04673751537
"47","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",110,14300,"Pave","No_Alley_Access","Regular","HLS","AllPub","Inside","Mod","Northridge_Heights","Norm","Norm","OneFam","One_Story","Average",2003,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1095,"Typical","PConc","Typical","Gd","GLQ",3,"Unf",0,1473,2846,"GasA","Excellent","Y","SBrkr",2696,0,2696,1,0,2,1,3,1,10,"Typ",2,"Attchd","Fin",3,958,"Typical","Paved",220,150,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",500000,-93.656067,42.058599,5.69897000433602,2668.2087678276,5183.82459479972,3232.90394512397,3251.33666520111,8859.39868847464,3970.03284279015,2908.07635317205,5379.85580623941
"48","Two_Story_1946_and_Newer","Residential_Low_Density",105,13650,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Northridge_Heights","Norm","Norm","OneFam","Two_Story","Average",2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",232,"Typical","PConc","Typical","Gd","GLQ",3,"Unf",0,1093,1671,"GasA","Excellent","Y","SBrkr",1687,563,2250,1,0,2,1,3,1,7,"Typ",1,"Attchd","Fin",3,756,"Typical","Paved",238,130,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",320000,-93.654853,42.057102,5.50514997831991,2475.94216681518,5048.51817953402,3091.72826581119,3168.79609083863,8664.8780803331,3802.06412348757,2728.35817087587,5278.93501056851
"49","One_Story_PUD_1946_and_Newer","Residential_Low_Density",61,7658,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northridge_Heights","Norm","Norm","TwnhsE","One_Story","Average",2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",412,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,1296,1752,"GasA","Excellent","Y","SBrkr",1752,0,1752,1,0,2,0,2,1,6,"Typ",1,"Attchd","RFn",2,576,"Typical","Paved",196,82,0,0,0,0,"No_Pool","No_Fence","None",0,2,2010,"WD ","Normal",319900,-93.654121,42.057164,5.50501424008411,2442.76075800297,5071.81023255199,3034.86561722345,3209.80672574495,8639.89663508328,3751.99980529075,2683.55236999936,5314.18403239608
"50","One_Story_PUD_1946_and_Newer","Residential_Low_Density",41,7132,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northridge_Heights","Norm","Norm","TwnhsE","One_Story","Average",2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",178,"Typical","PConc","Typical","Mn","GLQ",3,"Unf",0,1346,1370,"GasA","Excellent","Y","SBrkr",1370,0,1370,0,0,2,0,2,1,6,"Typ",1,"Attchd","RFn",2,484,"Typical","Paved",120,49,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",205000,-93.649447,42.058252,5.31175386105575,2324.95506573886,5307.18437118045,2700.36371300502,3543.97596269806,8556.98008631844,3482.21391974754,2467.19865282528,5614.95660875371
"51","Two_Story_PUD_1946_and_Newer","Residential_Low_Density",36,2628,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northridge_Heights","Norm","Norm","Twnhs","Two_Story","Average",2003,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",106,"Typical","PConc","Typical","No","Unf",7,"Unf",0,764,764,"GasA","Excellent","Y","SBrkr",764,862,1626,0,0,2,1,2,1,6,"Typ",0,"BuiltIn","RFn",2,474,"Typical","Paved",0,27,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",175500,-93.651013,42.057181,5.24427712080184,2291.65598471728,5151.60431696323,2787.62972852752,3369.47543665821,8513.88261443196,3529.2350358532,2483.14626244625,5445.4802405021
"52","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",100,18494,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","OneFam","One_Story","Average",2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","PConc","Typical","No","Unf",7,"Unf",0,1324,1324,"GasA","Excellent","Y","SBrkr",1324,0,1324,0,0,2,0,3,1,6,"Typ",0,"Attchd","Fin",2,430,"Typical","Paved",36,23,0,0,0,0,"No_Pool","No_Fence","None",0,1,2010,"WD ","Normal",199500,-93.644356,42.061928,5.29994290002277,2537.30153747458,5840.97982911786,2493.76162318885,4128.44128883667,8739.92848262484,3403.23047084262,2519.94229116589,6186.49305647925
"53","One_Story_PUD_1946_and_Newer","Residential_Low_Density",43,3203,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Bloomington_Heights","Norm","Norm","TwnhsE","One_Story","Average",2006,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",14,"Typical","PConc","Typical","Av","GLQ",3,"Unf",0,1129,1145,"GasA","Excellent","Y","SBrkr",1145,0,1145,0,0,2,0,2,1,6,"Typ",0,"Attchd","Fin",2,437,"Typical","Paved",100,116,0,0,0,0,"No_Pool","No_Fence","None",0,1,2010,"WD ","Normal",160000,-93.641635,42.06257,5.20411998265593,2552.21088275782,5995.64595092453,2345.78592022576,4331.50668053849,8716.08413257124,3293.70740573712,2470.5580168174,6371.37365267341
"54","One_Story_PUD_1946_and_Newer","Residential_Low_Density",43,3182,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Bloomington_Heights","Norm","Norm","TwnhsE","One_Story","Average",2004,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,1232,1256,"GasA","Excellent","Y","SBrkr",1269,0,1269,0,0,2,0,2,1,6,"Typ",1,"Attchd","Fin",2,430,"Typical","Paved",146,20,0,0,144,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",192000,-93.642252,42.062303,5.28330122870355,2533.72944067057,5947.74225820117,2370.42400073779,4275.16150674196,8708.49638643304,3307.72927491701,2467.97739481917,6317.99430105405
"55","Split_or_Multilevel","Residential_Low_Density",67,13300,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","OneFam","SLvl","Average",2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,58,384,"GasA","Excellent","Y","SBrkr",744,630,1374,1,0,2,1,3,1,7,"Typ",1,"BuiltIn","Fin",2,400,"Typical","Paved",100,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",184500,-93.644076,42.061443,5.26599637049508,2478.95210269584,5800.07501131095,2446.125056714,4103.14973884704,8681.19722934206,3349.59469634797,2461.96689912307,6154.24946669494
"56","Two_Story_1946_and_Newer","Residential_Low_Density",0,7851,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","OneFam","Two_Story","Average",2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,235,860,"GasA","Excellent","Y","SBrkr",860,1100,1960,1,0,2,1,4,1,8,"Typ",2,"BuiltIn","Fin",2,440,"Typical","Paved",288,48,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",216500,-93.641487,42.060977,5.33545790068938,2376.05389951762,5839.48845623039,2236.45514738109,4211.13122185321,8547.91689749073,3158.64705547544,2308.11202396785,6233.3719813397
"57","Two_Story_1946_and_Newer","Residential_Low_Density",63,8577,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","OneFam","Two_Story","Average",2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","PConc","Typical","No","Unf",7,"Unf",0,847,847,"GasA","Excellent","Y","SBrkr",847,886,1733,0,0,2,1,3,1,7,"Typ",1,"BuiltIn","Fin",2,433,"Typical","Paved",144,48,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",185088,-93.642447,42.061193,5.26737826260638,2417.05046662713,5828.32023672227,2316.49631449116,4173.56026069852,8601.33178231547,3232.34232022086,2368.09373120118,6207.1823444529
"58","Split_or_Multilevel","Residential_Low_Density",0,7750,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","OneFam","SLvl","Average",2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,134,384,"GasA","Excellent","Y","SBrkr",774,656,1430,0,0,2,1,3,1,7,"Typ",1,"BuiltIn","Fin",2,400,"Typical","Paved",180,0,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",180000,-93.641325,42.060936,5.25527250510331,2368.85579656085,5841.02860575058,2222.69804530361,4217.23775600933,8538.48327518861,3145.90068780982,2297.68574790323,6237.47838755682
"59","Two_Story_1946_and_Newer","Residential_Low_Density",0,9505,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","OneFam","Two_Story","Average",2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",180,"Typical","PConc","Typical","No","Unf",7,"Unf",0,884,884,"GasA","Excellent","Y","SBrkr",884,1151,2035,0,0,2,1,3,1,8,"Typ",1,"BuiltIn","Fin",2,434,"Typical","Paved",144,48,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",222500,-93.641337,42.057103,5.34733001531695,1953.04313072012,5457.33180391912,2027.80857466126,3923.4883151431,8147.73403079262,2863.3801980357,1934.18910564696,5895.9030935435
"60","Two_Story_1946_and_Newer","Residential_Low_Density",108,14774,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Northridge","Norm","Norm","OneFam","Two_Story","Average",1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",165,"Typical","PConc","Typical","No","Unf",7,"Unf",0,1393,1393,"GasA","Excellent","Y","SBrkr",1422,1177,2599,0,0,2,1,4,1,10,"Typ",1,"BuiltIn","Fin",3,779,"Typical","Paved",668,30,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",333168,-93.651381,42.054386,5.52266328177795,2059.96530602124,4848.10945202291,2748.15304899151,3115.72706395684,8258.55682194903,3409.48571196214,2320.22158292543,5166.06757882263
"61","Two_Story_1946_and_Newer","Residential_Low_Density",60,17433,"Pave","No_Alley_Access","Moderately_Irregular","Lvl","AllPub","CulDSac","Gtl","Northridge","Norm","Norm","OneFam","Two_Story","Average",1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",114,"Typical","PConc","Typical","No","Unf",7,"Unf",0,1629,1629,"GasA","Excellent","Y","SBrkr",1645,830,2475,0,0,2,1,4,1,7,"Typ",1,"Attchd","Fin",3,962,"Typical","Paved",23,172,0,0,256,0,"No_Pool","No_Fence","None",0,1,2010,"WD ","Normal",355000,-93.652334,42.053243,5.55022835305509,2016.70350125684,4701.75849134734,2807.99014799544,2969.07550361197,8189.46220431525,3428.51929945708,2319.84671906148,5016.45553265589
"62","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",59,10593,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northridge","Norm","Norm","OneFam","One_Story","Average",1996,1996,"Hip","CompShg","VinylSd","VinylSd","BrkFace",338,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,801,1720,"GasA","Excellent","Y","SBrkr",1720,0,1720,1,0,2,0,3,1,7,"Typ",1,"Attchd","Fin",2,527,"Typical","Paved",240,56,154,0,0,0,"No_Pool","No_Fence","None",0,3,2010,"WD ","Normal",260400,-93.654206,42.051721,5.41564097989615,2013.21216063874,4491.24855509164,2947.53580681635,2739.66916635241,8127.6991072923,3510.65096517519,2379.50159352389,4790.20848083541
"63","Two_Story_1946_and_Newer","Residential_Low_Density",98,12256,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Northridge","Norm","Norm","OneFam","Two_Story","Average",1994,1995,"Gable","CompShg","HdBoard","HdBoard","BrkFace",362,"Typical","PConc","Typical","Av","GLQ",3,"Unf",0,431,1463,"GasA","Excellent","Y","SBrkr",1500,1122,2622,1,0,2,1,3,1,9,"Typ",2,"Attchd","RFn",2,712,"Typical","Paved",186,32,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",325000,-93.653616,42.051674,5.51188336097887,1972.68485650404,4501.91898065738,2898.55388948148,2769.80132502625,8097.00083932876,3462.98609743573,2333.04670842242,4812.26694482012
"64","Two_Story_1946_and_Newer","Residential_Low_Density",92,11764,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Northridge","Norm","Norm","OneFam","Two_Story","Good",1999,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",348,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,628,1152,"GasA","Excellent","Y","SBrkr",1164,1106,2270,0,0,2,1,4,1,9,"Typ",1,"Attchd","Fin",3,671,"Typical","Paved",132,57,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",290000,-93.650356,42.052457,5.46239799789896,1841.66163655127,4677.52517287683,2636.16634358884,3023.53810611909,8030.47383373917,3243.81051916376,2134.52045162934,5035.62882666539
"65","Two_Story_1946_and_Newer","Residential_Low_Density",58,16770,"Pave","No_Alley_Access","Moderately_Irregular","Lvl","AllPub","CulDSac","Gtl","Northridge","Norm","Norm","OneFam","Two_Story","Average",1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",30,"Typical","PConc","Typical","No","Unf",7,"Unf",0,1195,1195,"GasA","Good","Y","SBrkr",1195,644,1839,0,0,2,1,4,1,7,"Typ",0,"Attchd","Fin",2,486,"Typical","Paved",0,81,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",221000,-93.650578,42.052437,5.34439227368511,1852.25254649038,4668.67996887507,2654.23408018311,3008.63399000949,8037.89537929761,3259.85611930422,2149.28466263453,5023.26514642167
"66","One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",56,14720,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Northridge","Norm","Norm","OneFam","One_and_Half_Fin","Average",1995,1996,"Hip","CompShg","VinylSd","VinylSd","BrkFace",579,"Typical","PConc","Typical","Av","GLQ",3,"Unf",0,1217,2033,"GasA","Excellent","Y","SBrkr",2053,1185,3238,1,0,2,1,4,1,9,"Typ",1,"Attchd","Fin",3,666,"Typical","Paved",283,86,0,0,0,0,"No_Pool","No_Fence","None",0,3,2010,"WD ","Normal",410000,-93.652972,42.050909,5.61278385671974,1876.97431253034,4439.40758267336,2841.9727081574,2747.98556948022,7996.575956817,3384.55432725323,2249.44346100095,4770.88525190812
